State,County,year,congestion_events,avg_severity,avg_delay_typical,avg_delay_freeflow,slow_events,moderate_events,fast_events,slow_event_percentage
MO,Oregon,2022,3,1.0,2.0,2.0,0,0,3,0.0
MO,Osage,2017,3,2.0,4.61,4.6,1,1,1,33.33
MO,Osage,2018,3,1.67,7.56,7.56,1,2,0,33.33
MO,Osage,2019,7,0.86,3.43,3.57,0,2,5,0.0
MO,Osage,2020,11,0.82,4.45,4.45,0,1,10,0.0
MO,Osage,2021,6,0.67,4.33,4.33,0,2,4,0.0
MO,Osage,2022,15,0.67,3.4,3.73,0,1,14,0.0
MO,Ozark,2018,1,2.0,0.02,0.0,0,1,0,0.0
MO,Ozark,2021,1,0.0,2.0,2.0,0,0,1,0.0
MO,Ozark,2022,4,0.0,2.25,2.5,0,0,4,0.0
MO,Pemiscot,2017,6,2.0,4.24,4.25,2,3,1,33.33
MO,Pemiscot,2018,18,1.61,4.09,4.1,3,1,14,16.67
MO,Pemiscot,2019,22,1.82,3.31,3.35,6,8,8,27.27
MO,Pemiscot,2020,3,0.67,4.33,4.33,0,1,2,0.0
MO,Pemiscot,2021,4,1.0,2.75,2.75,0,3,1,0.0
MO,Pemiscot,2022,28,1.32,7.54,7.64,1,3,24,3.57
MO,Perry,2017,4,1.0,1.59,1.6,2,0,2,50.0
MO,Perry,2018,5,1.8,3.81,3.82,1,3,1,20.0
MO,Perry,2019,24,1.38,3.86,3.96,4,2,18,16.67
MO,Perry,2020,1,1.0,5.0,5.0,0,0,1,0.0
MO,Perry,2021,1,1.0,5.0,5.0,0,0,1,0.0
MO,Perry,2022,14,1.21,4.86,5.14,0,0,14,0.0
MO,Pettis,2017,11,1.36,1.36,1.79,4,4,3,36.36
MO,Pettis,2018,23,1.48,3.67,4.01,2,13,8,8.7
MO,Pettis,2019,17,0.71,2.62,2.92,0,7,10,0.0
MO,Pettis,2020,6,1.0,3.83,3.83,0,1,5,0.0
MO,Pettis,2021,2,1.5,3.5,4.5,0,0,2,0.0
MO,Pettis,2022,22,0.73,3.91,4.14,1,1,20,4.55
MO,Phelps,2017,15,1.73,1.31,5.12,4,3,8,26.67
MO,Phelps,2018,19,1.89,5.17,5.19,2,7,10,10.53
MO,Phelps,2019,28,1.79,4.11,4.13,3,5,20,10.71
MO,Phelps,2020,25,1.88,2.88,4.24,1,6,18,4.0
MO,Phelps,2021,40,1.82,3.05,4.35,0,13,27,0.0
MO,Phelps,2022,23,1.52,4.3,4.3,0,7,16,0.0
MO,Pike,2017,3,1.33,0.77,0.77,0,2,1,0.0
MO,Pike,2018,27,1.11,2.05,2.05,2,3,22,7.41
MO,Pike,2019,45,1.11,2.09,2.12,3,5,37,6.67
MO,Pike,2020,16,1.31,6.06,6.19,2,1,13,12.5
MO,Pike,2021,1,0.0,2.0,2.0,0,0,1,0.0
MO,Pike,2022,28,1.07,3.54,3.54,0,1,27,0.0
MO,Platte,2017,14,1.79,7.48,7.54,6,3,5,42.86
MO,Platte,2018,39,1.74,5.1,5.1,15,8,16,38.46
MO,Platte,2019,92,1.39,2.59,2.62,21,26,45,22.83
MO,Platte,2020,14,0.86,4.71,4.79,2,8,4,14.29
MO,Platte,2021,24,1.67,4.46,4.58,6,9,9,25.0
MO,Platte,2022,60,1.05,3.92,4.03,0,6,54,0.0
MO,Polk,2017,1,2.0,2.27,2.28,0,0,1,0.0
MO,Polk,2018,7,1.14,3.87,3.9,1,0,6,14.29
MO,Polk,2019,3,1.67,3.44,3.46,0,2,1,0.0
MO,Polk,2020,2,2.0,8.0,8.0,0,0,2,0.0
MO,Polk,2021,2,1.0,4.5,4.5,0,1,1,0.0
MO,Polk,2022,8,1.12,3.88,4.0,1,0,7,12.5
MO,Pulaski,2017,2,2.0,8.7,8.7,0,2,0,0.0
MO,Pulaski,2018,3,1.67,3.91,3.9,0,1,2,0.0
MO,Pulaski,2019,16,1.38,2.51,2.87,1,1,14,6.25
MO,Pulaski,2020,2,1.0,2.0,4.0,0,0,2,0.0
MO,Pulaski,2021,4,1.25,3.25,3.25,0,1,3,0.0
MO,Pulaski,2022,10,1.4,5.6,5.7,0,0,10,0.0
MO,Putnam,2017,1,2.0,5.55,5.58,0,1,0,0.0
MO,Putnam,2019,5,0.0,2.0,2.0,0,2,3,0.0
MO,Putnam,2020,3,0.0,2.67,2.67,1,1,1,33.33
MO,Putnam,2021,2,0.5,6.0,6.0,0,0,2,0.0
MO,Putnam,2022,1,1.0,5.0,5.0,0,0,1,0.0
MO,Ralls,2017,3,1.33,6.79,6.8,0,2,1,0.0
MO,Ralls,2018,14,1.07,1.11,1.12,2,4,8,14.29
MO,Ralls,2019,18,1.33,3.03,3.05,3,3,12,16.67
MO,Ralls,2020,9,0.67,4.33,4.33,0,1,8,0.0
MO,Ralls,2021,2,2.0,7.0,7.0,0,0,2,0.0
MO,Ralls,2022,29,0.93,4.0,4.1,0,1,28,0.0
MO,Randolph,2017,2,1.5,6.42,6.38,0,1,1,0.0
MO,Randolph,2018,6,1.67,2.7,2.75,1,0,5,16.67
MO,Randolph,2019,7,0.86,3.79,4.08,0,2,5,0.0
MO,Randolph,2020,8,1.12,2.75,3.12,0,1,7,0.0
MO,Randolph,2021,1,1.0,7.0,8.0,0,0,1,0.0
MO,Randolph,2022,20,1.15,3.8,3.95,0,2,18,0.0
MO,Ray,2017,2,2.0,3.82,3.86,0,2,0,0.0
MO,Ray,2018,7,1.0,3.41,3.49,4,2,1,57.14
MO,Ray,2019,11,0.45,4.1,4.2,0,1,10,0.0
MO,Ray,2020,4,0.5,3.5,3.75,0,0,4,0.0
MO,Ray,2022,7,0.29,3.14,3.14,1,0,6,14.29
MO,Reynolds,2019,1,2.0,10.0,10.0,1,0,0,100.0
MO,Reynolds,2020,2,1.0,7.0,7.5,0,0,2,0.0
MO,Reynolds,2021,3,0.67,5.0,5.67,2,0,1,66.67
MO,Reynolds,2022,4,0.0,3.25,3.0,1,0,3,25.0
MO,Ripley,2018,2,2.0,5.92,5.96,0,0,2,0.0
MO,Ripley,2020,1,1.0,7.0,7.0,0,0,1,0.0
MO,Ripley,2022,1,0.0,5.0,4.0,0,0,1,0.0
MO,Saint Charles,2017,8,1.5,5.11,5.23,4,3,1,50.0
MO,Saint Charles,2018,1,0.0,1.77,2.1,0,1,0,0.0
MO,Saint Clair,2017,1,1.0,2.2,2.22,0,1,0,0.0
MO,Saint Louis,2016,85,0.91,2.33,2.71,33,49,3,38.82
MO,Saint Louis,2017,177,1.1,3.13,3.9,70,104,3,39.55
MO,Saint Louis,2018,98,1.03,2.69,3.72,45,48,5,45.92
MO,Saint Louis,2020,1,0.0,3.0,3.0,0,1,0,0.0
MO,Saint Louis City,2016,22,1.36,2.36,2.74,18,4,0,81.82
MO,Saint Louis City,2017,40,1.35,3.79,4.14,36,4,0,90.0
MO,Saint Louis City,2018,32,1.69,4.52,4.73,14,3,15,43.75
MO,Saline,2017,5,1.8,6.83,6.83,1,2,2,20.0
MO,Saline,2018,19,1.58,3.48,3.49,3,7,9,15.79
MO,Saline,2019,38,1.32,2.81,2.81,19,3,16,50.0
MO,Saline,2020,15,0.73,3.87,3.93,2,3,10,13.33
MO,Saline,2021,4,1.5,14.75,14.75,1,1,2,25.0
MO,Saline,2022,47,1.28,5.89,6.02,3,2,42,6.38
MO,Schuyler,2017,1,1.0,0.0,0.0,1,0,0,100.0
MO,Schuyler,2019,2,1.0,5.0,5.0,0,0,2,0.0
MO,Schuyler,2020,4,1.0,2.75,3.0,0,1,3,0.0
MO,Schuyler,2021,4,1.25,4.25,4.5,0,0,4,0.0
MO,Scotland,2018,2,2.0,15.66,15.65,1,1,0,50.0
MO,Scotland,2019,6,0.5,4.17,4.5,0,0,6,0.0
MO,Scotland,2020,4,0.75,4.75,4.75,0,1,3,0.0
MO,Scotland,2021,2,1.0,6.0,6.0,0,0,2,0.0
MO,Scotland,2022,4,1.0,5.75,6.25,0,0,4,0.0
MO,Scott,2017,1,2.0,6.45,6.45,0,0,1,0.0
MO,Scott,2018,19,1.47,2.99,3.02,2,2,15,10.53
MO,Scott,2019,20,1.6,2.55,2.56,8,3,9,40.0
MO,Scott,2020,4,0.75,5.0,5.25,0,1,3,0.0
MO,Scott,2021,7,1.14,3.86,3.86,0,1,6,0.0
MO,Scott,2022,10,0.8,3.1,3.1,0,1,9,0.0
MO,Shannon,2018,1,2.0,0.0,0.0,1,0,0,100.0
MO,Shannon,2019,1,0.0,4.0,4.0,1,0,0,100.0
MO,Shannon,2021,1,1.0,6.0,6.0,1,0,0,100.0
MO,Shannon,2022,3,1.0,6.0,6.0,2,0,1,66.67
MO,Shelby,2017,2,1.0,2.18,2.18,0,0,2,0.0
MO,Shelby,2018,5,1.4,4.88,4.88,1,0,4,20.0
MO,Shelby,2019,7,1.14,4.09,4.08,0,1,6,0.0
MO,Shelby,2020,6,1.17,3.67,3.67,0,2,4,0.0
MO,Shelby,2021,1,1.0,6.0,6.0,0,1,0,0.0
MO,Shelby,2022,10,1.1,3.7,3.7,0,0,10,0.0
MO,St Charles,2022,50,1.16,5.02,6.2,3,16,31,6.0
MO,St Clair,2022,6,1.0,3.5,3.33,0,0,6,0.0
MO,St Francois,2022,12,0.92,3.67,3.75,0,1,11,0.0
MO,St Louis,2017,1,1.0,1.78,1.82,0,0,1,0.0
MO,St Louis,2018,1,1.0,0.9,1.92,0,1,0,0.0
MO,St Louis,2022,68,0.78,3.38,3.57,6,41,21,8.82
MO,St Louis (City),2022,11,1.36,5.45,5.45,3,6,2,27.27
MO,St. Charles,2016,49,1.45,7.78,7.92,11,17,21,22.45
MO,St. Charles,2017,97,1.22,4.13,4.62,18,26,53,18.56
MO,St. Charles,2018,206,1.41,4.11,4.54,48,49,109,23.3
MO,St. Charles,2019,369,1.15,3.77,4.17,45,78,246,12.2
MO,St. Charles,2020,123,1.11,4.38,4.8,16,45,62,13.01
MO,St. Charles,2021,165,1.53,3.44,4.02,3,55,107,1.82
MO,St. Charles,2022,130,1.55,4.9,5.36,3,39,88,2.31
MO,St. Clair,2017,1,1.0,1.85,1.85,0,0,1,0.0
MO,St. Clair,2018,1,1.0,2.25,2.23,0,0,1,0.0
MO,St. Clair,2019,14,1.07,4.86,4.86,0,1,13,0.0
MO,St. Clair,2020,16,0.81,4.69,4.75,3,4,9,18.75
MO,St. Clair,2021,2,1.0,4.5,4.5,1,0,1,50.0
MO,St. Clair,2022,2,1.0,1.5,1.5,0,0,2,0.0
MO,St. Francois,2018,12,1.67,15.21,15.24,6,1,5,50.0
MO,St. Francois,2019,16,0.69,4.31,4.38,0,2,14,0.0
MO,St. Francois,2020,3,0.67,5.0,5.0,0,1,2,0.0
MO,St. Francois,2021,2,1.5,3.0,4.5,0,0,2,0.0
MO,St. Francois,2022,4,1.5,3.75,3.75,0,0,4,0.0
MO,St. Louis City,2016,78,1.79,1.91,2.4,31,40,7,39.74
MO,St. Louis City,2017,223,1.61,3.48,4.13,91,106,26,40.81
MO,St. Louis City,2018,236,1.55,3.6,4.05,105,84,47,44.49
MO,St. Louis City,2019,246,1.24,3.41,3.95,87,113,46,35.37
MO,St. Louis City,2020,117,0.38,1.63,3.43,27,84,6,23.08
MO,St. Louis City,2021,135,0.59,1.91,3.44,34,93,8,25.19
MO,St. Louis City,2022,82,1.59,4.5,4.59,12,35,35,14.63
MO,St. Louis County,2016,327,1.52,2.19,2.65,50,125,152,15.29
MO,St. Louis County,2017,680,1.43,2.84,4.06,134,241,305,19.71
MO,St. Louis County,2018,825,1.4,2.91,3.96,169,281,375,20.48
MO,St. Louis County,2019,1179,1.0,3.02,3.74,194,440,545,16.45
MO,St. Louis County,2020,265,0.88,2.69,3.33,34,149,82,12.83
MO,St. Louis County,2021,393,1.12,3.26,3.72,41,207,145,10.43
MO,St. Louis County,2022,315,1.1,3.46,3.78,29,94,192,9.21
MO,Ste Genevieve,2017,2,1.5,2.95,3.04,0,1,1,0.0
MO,Ste Genevieve,2018,12,1.58,4.65,4.66,5,2,5,41.67
MO,Ste Genevieve,2019,26,1.54,2.18,2.19,3,6,17,11.54
MO,Ste Genevieve,2021,2,1.0,3.5,3.5,0,0,2,0.0
MO,Ste Genevieve,2022,5,1.8,8.6,8.6,0,0,5,0.0
MO,Stoddard,2018,7,1.43,3.65,3.66,0,0,7,0.0
MO,Stoddard,2019,16,1.44,3.69,3.69,6,5,5,37.5
MO,Stoddard,2020,3,0.67,5.33,5.0,0,1,2,0.0
MO,Stoddard,2022,11,1.09,3.91,3.82,0,0,11,0.0
MO,Stone,2017,1,0.0,0.0,1.37,0,0,1,0.0
MO,Stone,2018,6,1.33,2.67,2.83,4,1,1,66.67
MO,Stone,2019,1,2.0,25.0,25.0,1,0,0,100.0
MO,Stone,2020,1,0.0,3.0,3.0,0,0,1,0.0
MO,Stone,2021,3,1.33,9.67,9.67,2,1,0,66.67
MO,Stone,2022,9,0.56,5.56,6.0,1,3,5,11.11
MO,Sullivan,2018,3,1.0,6.08,6.08,0,0,3,0.0
MO,Sullivan,2019,5,0.2,4.16,4.63,1,2,2,20.0
MO,Sullivan,2020,9,0.44,3.67,4.11,0,2,7,0.0
MO,Sullivan,2021,1,2.0,10.0,10.0,0,0,1,0.0
MO,Sullivan,2022,6,1.17,7.67,7.83,0,1,5,0.0
MO,Taney,2017,28,0.71,1.95,5.03,2,24,2,7.14
MO,Taney,2018,71,1.25,3.77,6.64,27,41,3,38.03
MO,Taney,2019,9,0.44,2.58,3.36,6,1,2,66.67
MO,Taney,2020,26,0.58,3.81,5.31,13,8,5,50.0
MO,Taney,2021,60,0.55,3.18,5.98,35,25,0,58.33
MO,Taney,2022,52,0.69,4.12,5.92,11,27,14,21.15
MO,Texas,2017,3,1.67,4.33,4.32,0,1,2,0.0
MO,Texas,2018,7,1.57,3.03,3.05,1,1,5,14.29
MO,Texas,2019,12,1.17,5.54,5.54,2,2,8,16.67
MO,Texas,2020,13,1.54,9.46,9.54,2,1,10,15.38
MO,Texas,2021,5,0.8,6.6,6.8,0,3,2,0.0
MO,Texas,2022,12,0.75,4.42,4.42,0,0,12,0.0
MO,Vernon,2017,3,1.0,0.9,0.9,3,0,0,100.0
MO,Vernon,2018,9,1.44,1.49,1.51,5,1,3,55.56
MO,Vernon,2019,24,1.21,2.31,2.32,18,2,4,75.0
MO,Vernon,2020,3,1.0,5.0,5.0,0,0,3,0.0
MO,Vernon,2022,10,1.2,4.4,4.5,1,1,8,10.0
MO,Warren,2017,2,2.0,3.27,3.28,0,0,2,0.0
MO,Warren,2018,16,1.88,5.27,5.28,0,5,11,0.0
MO,Warren,2019,46,1.37,3.29,3.3,15,7,24,32.61
MO,Warren,2020,12,1.5,5.58,5.75,2,2,8,16.67
MO,Warren,2021,29,1.48,4.76,4.83,1,6,22,3.45
MO,Warren,2022,47,1.34,5.34,5.34,0,7,40,0.0
MO,Washington,2017,1,1.0,0.32,0.38,0,0,1,0.0
MO,Washington,2018,3,2.0,9.92,9.94,0,3,0,0.0
MO,Washington,2019,4,0.5,3.74,3.98,0,0,4,0.0
MO,Washington,2020,3,1.33,11.33,11.33,1,0,2,33.33
MO,Washington,2021,1,1.0,1.0,1.0,0,0,1,0.0
MO,Washington,2022,10,0.4,2.8,2.8,0,1,9,0.0
MO,Wayne,2017,2,1.0,0.52,0.52,1,0,1,50.0
MO,Wayne,2018,2,2.0,6.01,6.02,0,0,2,0.0
MO,Wayne,2019,8,0.88,4.04,4.05,3,0,5,37.5
MO,Wayne,2020,2,2.0,14.0,14.0,1,1,0,50.0
MO,Wayne,2021,4,1.0,2.5,2.75,0,1,3,0.0
MO,Wayne,2022,2,1.5,4.5,4.5,0,0,2,0.0
MO,Webster,2017,4,1.75,6.07,6.11,1,1,2,25.0
MO,Webster,2018,18,1.56,3.08,3.11,3,7,8,16.67
MO,Webster,2019,18,1.28,2.68,2.73,0,6,12,0.0
MO,Webster,2020,12,1.67,5.83,5.75,1,5,6,8.33
MO,Webster,2021,2,2.0,4.0,4.0,0,0,2,0.0
MO,Webster,2022,9,1.22,3.67,3.67,0,0,9,0.0
MO,Worth,2019,2,0.5,4.5,4.5,0,0,2,0.0
MO,Worth,2020,2,0.5,4.5,4.5,0,2,0,0.0
MO,Worth,2021,1,2.0,14.0,14.0,0,0,1,0.0
MO,Wright,2018,7,1.57,7.3,7.33,4,0,3,57.14
MO,Wright,2019,7,1.29,6.6,6.6,1,1,5,14.29
MO,Wright,2020,6,0.83,6.67,7.0,0,2,4,0.0
MO,Wright,2021,1,2.0,11.0,11.0,0,0,1,0.0
MO,Wright,2022,10,0.9,5.6,5.6,0,0,10,0.0
MS,Adams,2017,9,1.44,2.85,2.92,7,1,1,77.78
MS,Adams,2018,22,1.59,3.08,3.13,8,6,8,36.36
MS,Adams,2019,7,0.86,4.48,4.48,2,3,2,28.57
MS,Adams,2020,11,0.27,2.64,2.64,3,4,4,27.27
MS,Adams,2021,17,1.29,1.76,2.47,0,16,1,0.0
MS,Adams,2022,2,1.0,4.0,4.0,0,0,2,0.0
MS,Alcorn,2017,6,1.17,4.59,4.97,0,5,1,0.0
MS,Alcorn,2018,28,1.43,3.58,3.96,5,11,12,17.86
MS,Alcorn,2019,26,1.31,3.46,4.08,17,9,0,65.38
MS,Alcorn,2020,7,1.57,4.43,5.57,2,5,0,28.57
MS,Alcorn,2021,31,1.39,2.23,2.94,0,21,10,0.0
MS,Alcorn,2022,5,1.2,6.4,6.0,0,0,5,0.0
MS,Amite,2017,1,2.0,7.88,8.07,0,1,0,0.0
MS,Amite,2018,17,1.65,5.31,5.35,0,9,8,0.0
MS,Amite,2019,2,1.0,12.0,12.0,1,1,0,50.0
MS,Amite,2020,2,0.5,5.0,5.5,0,1,1,0.0
MS,Amite,2021,4,0.5,4.75,4.75,0,2,2,0.0
MS,Attala,2018,3,1.0,1.16,1.18,1,1,1,33.33
MS,Attala,2019,5,0.6,4.2,4.4,1,2,2,20.0
MS,Attala,2020,15,0.47,4.07,4.13,0,3,12,0.0
MS,Attala,2021,37,0.46,4.43,4.49,2,20,15,5.41
MS,Attala,2022,1,1.0,6.0,6.0,0,0,1,0.0
MS,Benton,2017,2,1.5,8.85,8.85,0,0,2,0.0
MS,Benton,2018,19,1.42,5.47,5.49,1,2,16,5.26
MS,Benton,2019,6,1.0,3.32,3.32,4,2,0,66.67
MS,Benton,2020,2,0.5,5.0,5.0,0,1,1,0.0
MS,Benton,2021,5,1.6,6.0,6.2,0,1,4,0.0
MS,Benton,2022,4,1.5,4.5,4.5,0,0,4,0.0
MS,Bolivar,2017,10,1.5,1.53,1.55,0,3,7,0.0
MS,Bolivar,2018,19,1.32,6.19,6.22,3,6,10,15.79
MS,Bolivar,2019,24,1.21,3.42,3.48,10,4,10,41.67
MS,Bolivar,2020,24,1.21,4.04,4.62,5,6,13,20.83
MS,Bolivar,2021,37,1.05,2.95,3.84,6,17,14,16.22
MS,Bolivar,2022,11,1.18,6.82,7.0,0,6,5,0.0
MS,Calhoun,2017,1,2.0,2.5,2.47,1,0,0,100.0
MS,Calhoun,2018,4,1.25,11.74,11.79,1,0,3,25.0
MS,Calhoun,2019,4,0.75,2.78,2.78,1,1,2,25.0
MS,Calhoun,2020,4,0.75,5.25,5.5,0,1,3,0.0
MS,Calhoun,2021,5,1.0,6.8,6.4,1,0,4,20.0
MS,Carroll,2017,9,1.44,2.0,2.03,6,1,2,66.67
MS,Carroll,2018,17,1.65,5.13,5.14,11,1,5,64.71
MS,Carroll,2019,30,1.53,2.87,2.87,17,4,9,56.67
MS,Carroll,2020,9,0.78,5.56,5.56,2,2,5,22.22
MS,Carroll,2021,15,1.0,3.2,3.33,3,5,7,20.0
MS,Carroll,2022,1,0.0,1.0,1.0,0,0,1,0.0
MS,Chickasaw,2017,2,1.5,12.53,12.64,0,2,0,0.0
MS,Chickasaw,2018,7,1.29,5.99,6.05,2,2,3,28.57
MS,Chickasaw,2019,10,0.8,5.8,5.9,0,6,4,0.0
MS,Chickasaw,2020,9,0.33,3.44,3.56,0,1,8,0.0
MS,Chickasaw,2021,6,0.67,4.0,4.17,1,2,3,16.67
MS,Chickasaw,2022,2,1.0,9.0,9.0,0,1,1,0.0
MS,Choctaw,2018,4,1.0,10.06,10.2,0,2,2,0.0
MS,Choctaw,2019,3,0.67,1.33,1.67,0,0,3,0.0
MS,Choctaw,2020,5,0.8,5.6,5.6,1,0,4,20.0
MS,Choctaw,2021,12,0.5,4.83,4.92,0,4,8,0.0
MS,Claiborne,2017,3,1.33,0.86,0.91,1,0,2,33.33
MS,Claiborne,2018,4,1.25,6.18,6.29,0,3,1,0.0
MS,Claiborne,2019,4,0.5,9.03,9.03,0,1,3,0.0
MS,Claiborne,2020,5,0.8,4.6,5.2,0,3,2,0.0
MS,Claiborne,2021,13,0.85,3.08,3.31,1,2,10,7.69
MS,Claiborne,2022,2,1.0,2.5,2.5,0,0,2,0.0
MS,Clarke,2017,6,1.33,2.38,2.38,2,1,3,33.33
MS,Clarke,2018,7,1.71,6.52,6.56,2,1,4,28.57
MS,Clarke,2019,19,1.63,4.98,4.99,4,3,12,21.05
MS,Clarke,2020,8,1.5,6.38,6.5,0,3,5,0.0
MS,Clarke,2021,4,0.5,3.75,3.75,3,1,0,75.0
MS,Clarke,2022,4,0.5,3.25,3.25,0,0,4,0.0
MS,Clay,2017,4,2.0,11.22,11.38,2,2,0,50.0
MS,Clay,2018,8,1.62,3.82,3.98,0,1,7,0.0
MS,Clay,2019,5,1.4,5.07,5.09,0,2,3,0.0
MS,Clay,2020,4,0.75,4.75,4.75,1,2,1,25.0
MS,Clay,2021,5,2.0,3.2,3.4,0,0,5,0.0
MS,Clay,2022,2,1.5,5.0,5.0,0,0,2,0.0
MS,Coahoma,2017,6,1.5,5.48,5.58,1,0,5,16.67
MS,Coahoma,2018,35,1.37,4.53,4.54,6,8,21,17.14
MS,Coahoma,2019,24,1.12,4.2,4.24,8,5,11,33.33
MS,Coahoma,2020,10,0.9,6.4,6.2,3,2,5,30.0
MS,Coahoma,2021,5,0.6,2.0,2.0,0,3,2,0.0
MS,Coahoma,2022,6,0.67,5.17,5.33,0,1,5,0.0
MS,Copiah,2017,8,1.5,3.29,3.47,2,3,3,25.0
MS,Copiah,2018,13,1.85,6.21,6.24,2,3,8,15.38
MS,Copiah,2019,18,1.44,2.77,2.83,2,5,11,11.11
MS,Copiah,2020,1,0.0,2.0,2.0,0,1,0,0.0
MS,Copiah,2021,29,0.97,3.45,3.59,1,4,24,3.45
MS,Copiah,2022,5,1.2,8.0,8.0,0,1,4,0.0
MS,Covington,2017,6,1.83,11.31,11.32,1,3,2,16.67
MS,Covington,2018,36,1.25,3.84,3.86,1,5,30,2.78
MS,Covington,2019,22,1.23,2.48,2.49,4,3,15,18.18
MS,Covington,2020,4,1.0,4.0,4.25,0,1,3,0.0
MS,Covington,2021,10,1.3,5.2,5.3,1,4,5,10.0
MS,Covington,2022,3,1.0,2.0,2.33,0,0,3,0.0
MS,DeSoto,2017,50,1.44,2.55,3.08,15,15,20,30.0
MS,DeSoto,2018,124,1.44,3.9,4.24,30,50,44,24.19
MS,DeSoto,2019,79,1.24,4.39,4.81,39,28,12,49.37
MS,DeSoto,2020,65,0.43,2.45,3.77,13,40,12,20.0
MS,DeSoto,2021,173,0.79,2.91,3.79,25,99,49,14.45
MS,DeSoto,2022,43,1.14,5.86,6.02,6,12,25,13.95
MS,Desoto,2017,20,1.55,2.3,3.22,7,11,2,35.0
MS,Desoto,2018,50,1.44,1.97,3.16,22,24,4,44.0
MS,Forrest,2017,20,1.4,2.45,2.54,5,8,7,25.0
MS,Forrest,2018,110,1.31,2.1,2.21,22,31,57,20.0
MS,Forrest,2019,56,1.41,2.23,2.37,14,12,30,25.0
MS,Forrest,2020,3,1.67,7.0,7.0,0,1,2,0.0
MS,Forrest,2021,6,2.0,13.83,14.0,2,1,3,33.33
MS,Forrest,2022,5,1.6,7.0,7.0,1,3,1,20.0
MS,Franklin,2018,6,1.5,7.27,7.27,1,1,4,16.67
MS,Franklin,2019,5,1.0,2.57,2.57,1,0,4,20.0
MS,Franklin,2020,3,1.67,11.33,11.67,1,1,1,33.33
MS,Franklin,2021,10,1.3,2.3,2.3,0,8,2,0.0
MS,Franklin,2022,1,1.0,3.0,3.0,0,0,1,0.0
MS,George,2017,5,1.4,4.5,4.51,0,1,4,0.0
MS,George,2018,7,1.57,7.17,7.19,0,3,4,0.0
MS,George,2019,13,1.23,5.15,5.22,3,3,7,23.08
MS,George,2020,4,0.75,7.25,7.25,0,2,2,0.0
MS,Greene,2017,5,1.2,2.54,2.64,2,0,3,40.0
MS,Greene,2018,8,1.75,8.13,8.13,1,3,4,12.5
MS,Greene,2019,15,0.6,2.92,2.93,5,2,8,33.33
MS,Greene,2020,1,0.0,1.0,1.0,0,1,0,0.0
MS,Greene,2021,3,0.67,4.67,4.67,0,1,2,0.0
MS,Greene,2022,2,0.5,4.0,4.0,0,0,2,0.0
MS,Grenada,2017,6,1.33,1.61,1.67,1,1,4,16.67
MS,Grenada,2018,18,1.61,2.39,3.77,7,3,8,38.89
MS,Grenada,2019,11,1.27,3.0,3.0,6,3,2,54.55
MS,Grenada,2020,1,1.0,7.0,7.0,0,0,1,0.0
MS,Grenada,2021,26,0.85,3.77,3.81,0,4,22,0.0
MS,Grenada,2022,3,0.0,1.0,1.33,0,0,3,0.0
MS,Hancock,2017,17,1.53,1.34,1.42,7,6,4,41.18
MS,Hancock,2018,40,1.62,5.46,5.51,10,16,14,25.0
MS,Hancock,2019,80,1.44,2.49,2.53,33,9,38,41.25
MS,Hancock,2020,17,1.06,4.18,4.24,2,8,7,11.76
MS,Hancock,2021,32,1.44,9.0,9.56,1,8,23,3.12
MS,Hancock,2022,23,1.61,4.87,5.0,0,6,17,0.0
MS,Harrison,2017,71,1.32,2.32,2.69,15,41,15,21.13
MS,Harrison,2018,254,1.35,2.72,3.15,68,127,59,26.77
MS,Harrison,2019,174,1.2,2.69,3.21,28,86,60,16.09
MS,Harrison,2020,54,0.94,5.54,6.35,17,26,11,31.48
MS,Harrison,2021,120,0.78,3.34,4.11,22,46,52,18.33
MS,Harrison,2022,42,1.1,8.52,9.36,15,18,9,35.71
MS,Hinds,2017,53,1.58,4.03,4.29,14,22,17,26.42
MS,Hinds,2018,101,1.78,5.22,5.39,30,40,31,29.7
MS,Hinds,2019,117,1.39,4.55,4.75,37,46,34,31.62
MS,Hinds,2020,82,1.26,4.21,4.49,25,30,27,30.49
MS,Hinds,2021,212,1.23,3.65,3.99,39,65,108,18.4
MS,Hinds,2022,38,1.61,5.55,5.68,13,12,13,34.21
MS,Holmes,2017,5,2.0,2.66,2.66,1,1,3,20.0
MS,Holmes,2018,30,1.4,4.74,4.77,14,3,13,46.67
MS,Holmes,2019,30,1.33,2.58,2.58,8,3,19,26.67
MS,Holmes,2020,4,0.5,3.75,4.0,1,1,2,25.0
MS,Holmes,2021,52,0.92,4.37,4.44,3,16,33,5.77
MS,Holmes,2022,5,0.6,5.2,5.0,0,2,3,0.0
MS,Humphreys,2017,4,1.75,5.2,5.35,0,1,3,0.0
MS,Humphreys,2018,6,1.5,4.91,4.94,0,2,4,0.0
MS,Humphreys,2019,7,0.43,3.71,3.86,0,1,6,0.0
MS,Humphreys,2020,11,0.64,5.27,5.36,0,2,9,0.0
MS,Humphreys,2021,10,0.4,4.1,4.2,0,0,10,0.0
MS,Humphreys,2022,5,0.8,5.4,5.6,0,0,5,0.0
MS,Issaquena,2017,1,1.0,1.3,1.43,0,1,0,0.0
MS,Issaquena,2018,9,1.22,5.66,5.65,1,4,4,11.11
MS,Issaquena,2019,12,1.0,4.73,4.98,3,7,2,25.0
MS,Issaquena,2020,4,0.75,4.25,4.25,1,1,2,25.0
