"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Wisconsin","Jefferson",2026,2,2,0,0,0,0,0,47,47,47,0,0,2,0,0
"Wisconsin","Kenosha",2026,90,66,24,0,0,0,0,80,60,38,0,0,21,69,0
"Wisconsin","Kewaunee",2026,2,2,0,0,0,0,0,44,44,44,0,0,2,0,0
"Wisconsin","La Crosse",2026,2,2,0,0,0,0,0,49,49,49,0,0,2,0,0
"Wisconsin","Manitowoc",2026,2,2,0,0,0,0,0,40,40,40,0,0,2,0,0
"Wisconsin","Marathon",2026,90,69,21,0,0,0,0,71,58,26,0,0,1,89,0
"Wisconsin","Milwaukee",2026,91,53,38,0,0,0,0,92,66,45,1,7,0,74,9
"Wisconsin","Monroe",2026,90,59,31,0,0,0,0,73,65,39,0,0,0,90,0
"Wisconsin","Outagamie",2026,90,61,29,0,0,0,0,79,66,33,0,0,1,89,0
"Wisconsin","Ozaukee",2026,90,68,22,0,0,0,0,78,61,24,0,0,1,89,0
"Wisconsin","Racine",2026,2,2,0,0,0,0,0,47,47,47,0,0,2,0,0
"Wisconsin","Rock",2026,2,1,1,0,0,0,0,51,51,51,0,0,2,0,0
"Wisconsin","Sauk",2026,89,69,20,0,0,0,0,80,61,30,0,0,1,88,0
"Wisconsin","Sheboygan",2026,2,2,0,0,0,0,0,42,42,42,0,0,2,0,0
"Wisconsin","Taylor",2026,90,90,0,0,0,0,0,50,43,36,0,0,90,0,0
"Wisconsin","Vilas",2026,2,2,0,0,0,0,0,42,42,42,0,0,2,0,0
"Wisconsin","Walworth",2026,2,2,0,0,0,0,0,35,35,35,0,0,2,0,0
"Wisconsin","Waukesha",2026,90,62,28,0,0,0,0,90,68,35,0,0,1,89,0
"Wyoming","Albany",2026,115,74,34,2,4,0,1,729,83,46,0,0,54,25,36
"Wyoming","Campbell",2026,91,59,30,2,0,0,0,122,66,44,1,0,44,1,45
"Wyoming","Carbon",2026,92,92,0,0,0,0,0,50,45,41,1,1,86,4,0
"Wyoming","Converse",2026,90,81,9,0,0,0,0,90,51,28,0,0,0,0,90
"Wyoming","Fremont",2026,90,79,11,0,0,0,0,61,51,45,0,0,82,7,1
"Wyoming","Laramie",2026,16,15,1,0,0,0,0,70,24,7,0,0,0,16,0
"Wyoming","Lincoln",2026,90,90,0,0,0,0,0,24,16,7,0,0,0,0,90
"Wyoming","Natrona",2026,90,90,0,0,0,0,0,49,44,40,0,2,87,1,0
"Wyoming","Park",2026,113,113,0,0,0,0,0,33,14,8,0,0,0,113,0
"Wyoming","Sheridan",2026,90,90,0,0,0,0,0,47,35,21,0,0,0,75,15
"Wyoming","Sublette",2026,90,85,5,0,0,0,0,67,48,45,0,0,90,0,0
"Wyoming","Sweetwater",2026,90,83,6,0,0,0,1,846,48,41,0,0,76,0,14
"Wyoming","Teton",2026,120,109,11,0,0,0,0,93,50,42,0,0,119,1,0
"Wyoming","Uinta",2026,82,82,0,0,0,0,0,20,9,4,0,0,0,0,82
"Wyoming","Washakie",2026,116,115,1,0,0,0,0,51,11,3,0,0,0,116,0
