"","county","n","year"
"6024","48409",3,2018
"6025","48423",41,2018
"6026","48425",1,2018
"6027","48441",4,2018
"6028","48451",8,2018
"6029","48459",4,2018
"6030","48465",1,2018
"6031","48469",9,2018
"6032","48471",5,2018
"6033","48473",8,2018
"6034","48479",19,2018
"6035","48481",3,2018
"6036","48485",21,2018
"6037","48493",4,2018
"6038","48497",4,2018
"6039","48499",2,2018
"6040","48503",2,2018
"6041","48043",0,2018
"6042","48069",0,2018
"6043","48077",0,2018
"6044","48119",0,2018
"6045","48131",0,2018
"6046","48163",0,2018
"6047","48171",0,2018
"6048","48205",0,2018
"6049","48219",0,2018
"6050","48225",0,2018
"6051","48249",0,2018
"6052","48259",0,2018
"6053","48283",0,2018
"6054","48285",0,2018
"6055","48297",0,2018
"6056","48313",0,2018
"6057","48319",0,2018
"6058","48357",0,2018
"6059","48363",0,2018
"6060","48369",0,2018
"6061","48371",0,2018
"6062","48387",0,2018
"6063","48399",0,2018
"6064","48413",0,2018
"6065","48455",0,2018
"6066","48463",0,2018
"6067","48475",0,2018
"6068","48477",0,2018
"6069","48483",0,2018
"6070","48489",0,2018
"6071","48507",0,2018
"6072","48033",0,2018
"6073","48045",0,2018
"6074","48049",0,2018
"6075","48067",0,2018
"6076","48105",0,2018
"6077","48109",0,2018
"6078","48153",0,2018
"6079","48159",0,2018
"6080","48185",0,2018
"6081","48193",0,2018
"6082","48243",0,2018
"6083","48271",0,2018
"6084","48275",0,2018
"6085","48295",0,2018
"6086","48341",0,2018
"6087","48415",0,2018
"6088","48421",0,2018
"6089","48427",0,2018
"6090","48447",0,2018
"6091","48487",0,2018
"6092","48495",0,2018
"6093","48501",0,2018
"6094","48095",0,2018
"6095","48107",0,2018
"6096","48111",0,2018
"6097","48161",0,2018
"6098","48175",0,2018
"6099","48177",0,2018
"6100","48179",0,2018
"6101","48195",0,2018
"6102","48247",0,2018
"6103","48391",0,2018
"6104","48405",0,2018
"6105","48429",0,2018
"6106","48449",0,2018
"6107","48457",0,2018
"6108","48461",0,2018
"6109","48505",0,2018
"6110","48057",0,2018
"6111","48087",0,2018
"6112","48151",0,2018
"6113","48155",0,2018
"6114","48207",0,2018
"6115","48269",0,2018
"6116","48359",0,2018
"6117","48411",0,2018
"6118","48433",0,2018
"6119","48445",0,2018
"6120","48047",0,2018
"6121","48125",0,2018
"6122","48127",0,2018
"6123","48191",0,2018
"6124","48001",11,2019
"6125","48003",3,2019
"6126","48005",14,2019
"6127","48007",10,2019
"6128","48009",2,2019
"6129","48013",9,2019
"6130","48019",66,2019
"6131","48021",32,2019
"6132","48023",1,2019
"6133","48025",3,2019
"6134","48027",123,2019
"6135","48031",30,2019
"6136","48035",2,2019
"6137","48037",7,2019
"6138","48051",1,2019
"6139","48053",19,2019
"6140","48055",137,2019
"6141","48059",11,2019
"6142","48065",5,2019
"6143","48071",5,2019
"6144","48073",5,2019
"6145","48083",2,2019
"6146","48089",1,2019
"6147","48091",270,2019
"6148","48093",1,2019
"6149","48097",6,2019
"6150","48099",45,2019
"6151","48117",5,2019
"6152","48123",4,2019
"6153","48129",3,2019
"6154","48133",2,2019
"6155","48135",44,2019
"6156","48137",11,2019
"6157","48143",7,2019
"6158","48145",3,2019
"6159","48147",5,2019
"6160","48149",14,2019
"6161","48165",4,2019
"6162","48167",160,2019
"6163","48183",10,2019
"6164","48189",3,2019
"6165","48197",1,2019
"6166","48199",10,2019
"6167","48203",31,2019
"6168","48213",14,2019
"6169","48217",10,2019
"6170","48223",9,2019
"6171","48229",31,2019
"6172","48231",35,2019
"6173","48233",2,2019
"6174","48235",14,2019
"6175","48237",4,2019
"6176","48239",0,2019
"6177","48241",2,2019
"6178","48245",59,2019
"6179","48251",105,2019
"6180","48253",5,2019
"6181","48255",1,2019
"6182","48257",61,2019
"6183","48263",3,2019
"6184","48265",13,2019
"6185","48267",2,2019
"6186","48273",7,2019
"6187","48277",9,2019
"6188","48279",1,2019
"6189","48281",9,2019
"6190","48287",3,2019
"6191","48289",1,2019
"6192","48291",2,2019
"6193","48293",4,2019
"6194","48299",36,2019
"6195","48303",79,2019
"6196","48305",0,2019
"6197","48309",87,2019
"6198","48311",2,2019
"6199","48315",3,2019
"6200","48317",14,2019
"6201","48321",7,2019
"6202","48323",2,2019
"6203","48331",4,2019
"6204","48333",1,2019
"6205","48335",1,2019
"6206","48337",2,2019
"6207","48343",3,2019
"6208","48345",1,2019
"6209","48347",11,2019
"6210","48349",18,2019
"6211","48351",8,2019
"6212","48353",0,2019
"6213","48361",6,2019
"6214","48365",1,2019
"6215","48373",10,2019
"6216","48375",38,2019
"6217","48377",2,2019
"6218","48379",2,2019
"6219","48385",6,2019
"6220","48395",8,2019
"6221","48397",93,2019
"6222","48401",5,2019
"6223","48403",1,2019
"6224","48407",2,2019
"6225","48409",5,2019
"6226","48423",70,2019
"6227","48425",0,2019
"6228","48441",16,2019
"6229","48451",13,2019
"6230","48459",8,2019
"6231","48465",1,2019
"6232","48469",21,2019
"6233","48471",12,2019
"6234","48473",16,2019
"6235","48479",47,2019
"6236","48481",3,2019
"6237","48485",35,2019
"6238","48493",11,2019
"6239","48497",15,2019
"6240","48499",3,2019
"6241","48503",2,2019
"6242","48043",1,2019
"6243","48069",1,2019
"6244","48077",2,2019
"6245","48119",1,2019
"6246","48131",2,2019
"6247","48163",3,2019
"6248","48171",1,2019
"6249","48205",2,2019
"6250","48219",3,2019
"6251","48225",2,2019
"6252","48249",1,2019
"6253","48259",1,2019
"6254","48283",1,2019
"6255","48285",3,2019
"6256","48297",2,2019
"6257","48313",2,2019
"6258","48319",2,2019
"6259","48357",2,2019
"6260","48363",1,2019
"6261","48369",1,2019
"6262","48371",2,2019
"6263","48387",1,2019
"6264","48399",1,2019
"6265","48413",1,2019
"6266","48455",1,2019
"6267","48463",1,2019
"6268","48475",1,2019
"6269","48477",2,2019
"6270","48483",1,2019
"6271","48489",1,2019
"6272","48507",3,2019
"6273","48033",0,2019
"6274","48045",0,2019
"6275","48049",0,2019
"6276","48067",0,2019
"6277","48105",0,2019
"6278","48109",0,2019
"6279","48153",0,2019
"6280","48159",0,2019
"6281","48185",0,2019
"6282","48193",0,2019
"6283","48243",0,2019
"6284","48271",0,2019
"6285","48275",0,2019
"6286","48295",0,2019
"6287","48341",0,2019
"6288","48415",0,2019
"6289","48421",0,2019
"6290","48427",0,2019
"6291","48447",0,2019
"6292","48487",0,2019
"6293","48495",0,2019
"6294","48501",0,2019
"6295","48095",0,2019
"6296","48107",0,2019
"6297","48111",0,2019
"6298","48161",0,2019
"6299","48175",0,2019
"6300","48177",0,2019
"6301","48179",0,2019
"6302","48195",0,2019
"6303","48247",0,2019
"6304","48391",0,2019
"6305","48405",0,2019
"6306","48429",0,2019
"6307","48449",0,2019
"6308","48457",0,2019
"6309","48461",0,2019
"6310","48505",0,2019
"6311","48057",0,2019
"6312","48087",0,2019
"6313","48151",0,2019
"6314","48155",0,2019
"6315","48207",0,2019
"6316","48269",0,2019
"6317","48359",0,2019
"6318","48411",0,2019
"6319","48433",0,2019
"6320","48445",0,2019
"6321","48047",0,2019
"6322","48125",0,2019
"6323","48127",0,2019
"6324","48191",0,2019
"6325","48001",15,2020
"6326","48003",7,2020
"6327","48005",17,2020
"6328","48007",14,2020
"6329","48009",6,2020
"6330","48013",17,2020
"6331","48019",125,2020
"6332","48021",43,2020
"6333","48023",2,2020
"6334","48025",10,2020
"6335","48027",203,2020
"6336","48031",55,2020
"6337","48035",4,2020
"6338","48037",14,2020
"6339","48051",3,2020
"6340","48053",43,2020
"6341","48055",120,2020
"6342","48059",18,2020
"6343","48065",3,2020
"6344","48071",12,2020
"6345","48073",9,2020
"6346","48083",3,2020
"6347","48089",2,2020
"6348","48091",480,2020
"6349","48093",2,2020
"6350","48097",14,2020
"6351","48099",72,2020
"6352","48117",12,2020
"6353","48123",11,2020
"6354","48129",3,2020
"6355","48133",4,2020
"6356","48135",78,2020
"6357","48137",19,2020
"6358","48143",15,2020
"6359","48145",4,2020
"6360","48147",13,2020
"6361","48149",24,2020
"6362","48165",2,2020
"6363","48167",257,2020
"6364","48183",16,2020
"6365","48189",4,2020
"6366","48197",1,2020
"6367","48199",9,2020
"6368","48203",55,2020
"6369","48213",23,2020
"6370","48217",12,2020
"6371","48223",16,2020
"6372","48229",54,2020
"6373","48231",47,2020
"6374","48233",2,2020
"6375","48235",21,2020
"6376","48237",10,2020
"6377","48239",2,2020
"6378","48241",3,2020
"6379","48245",98,2020
"6380","48251",172,2020
"6381","48253",7,2020
"6382","48255",2,2020
"6383","48257",98,2020
"6384","48263",3,2020
"6385","48265",22,2020
"6386","48267",1,2020
"6387","48273",12,2020
"6388","48277",14,2020
"6389","48279",1,2020
"6390","48281",19,2020
"6391","48287",11,2020
"6392","48289",2,2020
"6393","48291",6,2020
"6394","48293",5,2020
"6395","48299",51,2020
"6396","48303",149,2020
"6397","48305",2,2020
"6398","48309",147,2020
"6399","48311",3,2020
"6400","48315",5,2020
"6401","48317",18,2020
"6402","48321",12,2020
"6403","48323",6,2020
"6404","48331",6,2020
"6405","48333",3,2020
"6406","48335",2,2020
"6407","48337",2,2020
"6408","48343",5,2020
"6409","48345",1,2020
"6410","48347",18,2020
"6411","48349",29,2020
"6412","48351",13,2020
"6413","48353",0,2020
"6414","48361",12,2020
"6415","48365",1,2020
"6416","48373",17,2020
"6417","48375",58,2020
"6418","48377",2,2020
"6419","48379",3,2020
"6420","48385",9,2020
"6421","48395",18,2020
"6422","48397",143,2020
"6423","48401",11,2020
"6424","48403",1,2020
"6425","48407",4,2020
"6426","48409",11,2020
"6427","48423",131,2020
"6428","48425",3,2020
"6429","48441",28,2020
"6430","48451",26,2020
"6431","48459",16,2020
"6432","48465",0,2020
"6433","48469",37,2020
"6434","48471",17,2020
"6435","48473",26,2020
"6436","48479",71,2020
"6437","48481",3,2020
"6438","48485",52,2020
"6439","48493",17,2020
"6440","48497",18,2020
"6441","48499",4,2020
"6442","48503",2,2020
"6443","48043",2,2020
"6444","48069",0,2020
"6445","48077",2,2020
"6446","48119",2,2020
"6447","48131",4,2020
"6448","48163",5,2020
"6449","48171",2,2020
"6450","48205",4,2020
"6451","48219",4,2020
"6452","48225",3,2020
"6453","48249",7,2020
"6454","48259",2,2020
"6455","48283",2,2020
"6456","48285",6,2020
"6457","48297",3,2020
"6458","48313",8,2020
"6459","48319",2,2020
"6460","48357",1,2020
"6461","48363",2,2020
"6462","48369",0,2020
"6463","48371",3,2020
"6464","48387",0,2020
"6465","48399",1,2020
"6466","48413",2,2020
"6467","48455",1,2020
"6468","48463",1,2020
"6469","48475",1,2020
"6470","48477",3,2020
"6471","48483",2,2020
"6472","48489",1,2020
"6473","48507",2,2020
"6474","48033",1,2020
"6475","48045",1,2020
"6476","48049",2,2020
"6477","48067",1,2020
"6478","48105",1,2020
"6479","48109",2,2020
"6480","48153",3,2020
"6481","48159",1,2020
"6482","48185",1,2020
"6483","48193",1,2020
"6484","48243",1,2020
"6485","48271",1,2020
"6486","48275",1,2020
"6487","48295",1,2020
"6488","48341",2,2020
"6489","48415",3,2020
"6490","48421",1,2020
"6491","48427",5,2020
"6492","48447",2,2020
"6493","48487",2,2020
"6494","48495",1,2020
"6495","48501",1,2020
"6496","48095",0,2020
"6497","48107",0,2020
"6498","48111",0,2020
"6499","48161",0,2020
"6500","48175",0,2020
"6501","48177",0,2020
"6502","48179",0,2020
"6503","48195",0,2020
"6504","48247",0,2020
"6505","48391",0,2020
"6506","48405",0,2020
"6507","48429",0,2020
"6508","48449",0,2020
"6509","48457",0,2020
"6510","48461",0,2020
"6511","48505",0,2020
"6512","48057",0,2020
"6513","48087",0,2020
"6514","48151",0,2020
"6515","48155",0,2020
"6516","48207",0,2020
"6517","48269",0,2020
"6518","48359",0,2020
"6519","48411",0,2020
"6520","48433",0,2020
"6521","48445",0,2020
"6522","48047",0,2020
"6523","48125",0,2020
"6524","48127",0,2020
"6525","48191",0,2020
"6526","48001",23,2021
"6527","48003",10,2021
"6528","48005",38,2021
"6529","48007",27,2021
"6530","48009",13,2021
"6531","48013",39,2021
"6532","48019",219,2021
"6533","48021",100,2021
"6534","48023",2,2021
"6535","48025",21,2021
"6536","48027",386,2021
"6537","48031",92,2021
"6538","48035",11,2021
"6539","48037",40,2021
"6540","48051",8,2021
"6541","48053",72,2021
"6542","48055",144,2021
"6543","48059",32,2021
"6544","48065",6,2021
"6545","48071",22,2021
"6546","48073",15,2021
"6547","48083",6,2021
"6548","48089",8,2021
"6549","48091",950,2021
"6550","48093",5,2021
"6551","48097",26,2021
"6552","48099",135,2021
"6553","48117",24,2021
"6554","48123",16,2021
"6555","48129",8,2021
"6556","48133",5,2021
"6557","48135",122,2021
"6558","48137",29,2021
"6559","48143",20,2021
"6560","48145",2,2021
"6561","48147",19,2021
"6562","48149",42,2021
"6563","48165",0,2021
"6564","48167",511,2021
"6565","48183",32,2021
"6566","48189",11,2021
"6567","48197",1,2021
"6568","48199",25,2021
"6569","48203",108,2021
"6570","48213",50,2021
"6571","48217",24,2021
"6572","48223",35,2021
"6573","48229",133,2021
"6574","48231",105,2021
"6575","48233",6,2021
"6576","48235",34,2021
"6577","48237",13,2021
"6578","48239",2,2021
"6579","48241",3,2021
"6580","48245",142,2021
"6581","48251",308,2021
"6582","48253",15,2021
"6583","48255",3,2021
"6584","48257",222,2021
"6585","48263",2,2021
"6586","48265",35,2021
"6587","48267",2,2021
"6588","48273",16,2021
"6589","48277",21,2021
"6590","48279",2,2021
"6591","48281",41,2021
"6592","48287",17,2021
"6593","48289",4,2021
"6594","48291",19,2021
"6595","48293",11,2021
"6596","48299",96,2021
"6597","48303",261,2021
"6598","48305",4,2021
"6599","48309",242,2021
"6600","48311",5,2021
"6601","48315",9,2021
"6602","48317",35,2021
"6603","48321",15,2021
"6604","48323",14,2021
"6605","48331",13,2021
"6606","48333",8,2021
"6607","48335",1,2021
"6608","48337",6,2021
"6609","48343",21,2021
"6610","48345",1,2021
"6611","48347",25,2021
"6612","48349",51,2021
"6613","48351",17,2021
"6614","48353",1,2021
"6615","48361",19,2021
"6616","48365",3,2021
"6617","48373",29,2021
"6618","48375",87,2021
"6619","48377",3,2021
"6620","48379",5,2021
"6621","48385",15,2021
"6622","48395",36,2021
"6623","48397",292,2021
"6624","48401",18,2021
"6625","48403",3,2021
"6626","48407",8,2021
"6627","48409",28,2021
"6628","48423",250,2021
"6629","48425",9,2021
"6630","48441",70,2021
"6631","48451",51,2021
"6632","48459",35,2021
"6633","48465",0,2021
"6634","48469",65,2021
"6635","48471",26,2021
"6636","48473",60,2021
"6637","48479",142,2021
"6638","48481",8,2021
"6639","48485",89,2021
"6640","48493",35,2021
"6641","48497",32,2021
"6642","48499",17,2021
"6643","48503",3,2021
"6644","48043",5,2021
"6645","48069",4,2021
"6646","48077",4,2021
"6647","48119",5,2021
"6648","48131",15,2021
"6649","48163",8,2021
"6650","48171",2,2021
"6651","48205",3,2021
"6652","48219",7,2021
"6653","48225",4,2021
"6654","48249",13,2021
"6655","48259",3,2021
"6656","48283",1,2021
"6657","48285",4,2021
"6658","48297",9,2021
"6659","48313",13,2021
"6660","48319",6,2021
"6661","48357",2,2021
"6662","48363",7,2021
"6663","48369",2,2021
"6664","48371",6,2021
"6665","48387",2,2021
"6666","48399",2,2021
"6667","48413",2,2021
"6668","48455",3,2021
"6669","48463",1,2021
"6670","48475",2,2021
"6671","48477",4,2021
"6672","48483",3,2021
"6673","48489",1,2021
"6674","48507",3,2021
"6675","48033",0,2021
"6676","48045",1,2021
"6677","48049",3,2021
"6678","48067",4,2021
"6679","48105",2,2021
"6680","48109",2,2021
"6681","48153",2,2021
"6682","48159",4,2021
"6683","48185",6,2021
"6684","48193",3,2021
"6685","48243",2,2021
"6686","48271",1,2021
"6687","48275",1,2021
"6688","48295",1,2021
"6689","48341",4,2021
"6690","48415",2,2021
"6691","48421",1,2021
"6692","48427",13,2021
"6693","48447",6,2021
"6694","48487",4,2021
"6695","48495",2,2021
"6696","48501",0,2021
"6697","48095",1,2021
"6698","48107",1,2021
"6699","48111",2,2021
"6700","48161",3,2021
"6701","48175",1,2021
"6702","48177",1,2021
"6703","48179",1,2021
"6704","48195",1,2021
"6705","48247",1,2021
"6706","48391",2,2021
"6707","48405",1,2021
"6708","48429",1,2021
"6709","48449",1,2021
"6710","48457",1,2021
"6711","48461",1,2021
"6712","48505",3,2021
"6713","48057",0,2021
"6714","48087",0,2021
"6715","48151",0,2021
"6716","48155",0,2021
"6717","48207",0,2021
"6718","48269",0,2021
"6719","48359",0,2021
"6720","48411",0,2021
"6721","48433",0,2021
"6722","48445",0,2021
"6723","48047",0,2021
"6724","48125",0,2021
"6725","48127",0,2021
"6726","48191",0,2021
"6727","48001",45,2022
"6728","48003",16,2022
"6729","48005",55,2022
"6730","48007",30,2022
"6731","48009",16,2022
"6732","48013",63,2022
"6733","48019",331,2022
"6734","48021",204,2022
"6735","48023",1,2022
"6736","48025",24,2022
"6737","48027",720,2022
"6738","48031",145,2022
"6739","48035",28,2022
"6740","48037",74,2022
"6741","48051",14,2022
"6742","48053",109,2022
"6743","48055",223,2022
"6744","48059",52,2022
"6745","48065",5,2022
"6746","48071",45,2022
"6747","48073",19,2022
"6748","48083",8,2022
"6749","48089",17,2022
"6750","48091",1540,2022
"6751","48093",6,2022
"6752","48097",48,2022
"6753","48099",203,2022
"6754","48117",34,2022
"6755","48123",21,2022
"6756","48129",12,2022
"6757","48133",11,2022
"6758","48135",178,2022
"6759","48137",37,2022
"6760","48143",32,2022
"6761","48145",10,2022
"6762","48147",32,2022
"6763","48149",62,2022
"6764","48165",6,2022
"6765","48167",818,2022
"6766","48183",37,2022
"6767","48189",15,2022
"6768","48197",1,2022
"6769","48199",49,2022
"6770","48203",145,2022
"6771","48213",75,2022
"6772","48217",40,2022
"6773","48223",73,2022
"6774","48229",240,2022
"6775","48231",187,2022
"6776","48233",5,2022
"6777","48235",44,2022
"6778","48237",21,2022
"6779","48239",8,2022
"6780","48241",3,2022
"6781","48245",223,2022
"6782","48251",547,2022
"6783","48253",22,2022
"6784","48255",3,2022
"6785","48257",505,2022
"6786","48263",5,2022
"6787","48265",50,2022
"6788","48267",2,2022
"6789","48273",22,2022
"6790","48277",42,2022
"6791","48279",4,2022
"6792","48281",74,2022
"6793","48287",22,2022
"6794","48289",10,2022
"6795","48291",34,2022
"6796","48293",13,2022
"6797","48299",149,2022
"6798","48303",384,2022
"6799","48305",7,2022
"6800","48309",380,2022
"6801","48311",5,2022
"6802","48315",15,2022
"6803","48317",64,2022
"6804","48321",23,2022
"6805","48323",22,2022
"6806","48331",14,2022
"6807","48333",12,2022
"6808","48335",1,2022
"6809","48337",16,2022
"6810","48343",33,2022
"6811","48345",1,2022
"6812","48347",44,2022
"6813","48349",80,2022
"6814","48351",26,2022
"6815","48353",3,2022
"6816","48361",39,2022
"6817","48365",8,2022
"6818","48373",61,2022
"6819","48375",140,2022
"6820","48377",4,2022
"6821","48379",9,2022
"6822","48385",20,2022
"6823","48395",54,2022
"6824","48397",428,2022
"6825","48401",33,2022
"6826","48403",4,2022
"6827","48407",18,2022
"6828","48409",35,2022
"6829","48423",390,2022
"6830","48425",22,2022
"6831","48441",124,2022
"6832","48451",71,2022
"6833","48459",60,2022
"6834","48465",1,2022
"6835","48469",111,2022
"6836","48471",49,2022
"6837","48473",85,2022
"6838","48479",246,2022
"6839","48481",16,2022
"6840","48485",140,2022
"6841","48493",71,2022
"6842","48497",60,2022
"6843","48499",28,2022
"6844","48503",4,2022
"6845","48043",7,2022
"6846","48069",10,2022
"6847","48077",7,2022
"6848","48119",7,2022
"6849","48131",15,2022
"6850","48163",11,2022
"6851","48171",6,2022
"6852","48205",2,2022
"6853","48219",15,2022
"6854","48225",9,2022
"6855","48249",16,2022
"6856","48259",4,2022
"6857","48283",3,2022
"6858","48285",5,2022
"6859","48297",14,2022
"6860","48313",20,2022
"6861","48319",7,2022
"6862","48357",2,2022
"6863","48363",23,2022
"6864","48369",1,2022
"6865","48371",7,2022
"6866","48387",3,2022
"6867","48399",4,2022
"6868","48413",1,2022
"6869","48455",3,2022
"6870","48463",3,2022
"6871","48475",6,2022
"6872","48477",6,2022
"6873","48483",2,2022
"6874","48489",3,2022
"6875","48507",5,2022
"6876","48033",1,2022
"6877","48045",2,2022
"6878","48049",4,2022
"6879","48067",8,2022
"6880","48105",2,2022
"6881","48109",8,2022
"6882","48153",4,2022
"6883","48159",7,2022
"6884","48185",10,2022
"6885","48193",5,2022
"6886","48243",2,2022
"6887","48271",5,2022
"6888","48275",0,2022
"6889","48295",1,2022
"6890","48341",5,2022
"6891","48415",2,2022
"6892","48421",2,2022
"6893","48427",17,2022
"6894","48447",7,2022
"6895","48487",4,2022
"6896","48495",3,2022
"6897","48501",1,2022
"6898","48095",2,2022
"6899","48107",2,2022
"6900","48111",1,2022
"6901","48161",7,2022
"6902","48175",2,2022
"6903","48177",1,2022
"6904","48179",1,2022
"6905","48195",2,2022
"6906","48247",1,2022
"6907","48391",1,2022
"6908","48405",4,2022
"6909","48429",1,2022
"6910","48449",1,2022
"6911","48457",5,2022
"6912","48461",1,2022
"6913","48505",3,2022
"6914","48057",2,2022
"6915","48087",1,2022
"6916","48151",1,2022
"6917","48155",1,2022
"6918","48207",2,2022
"6919","48269",1,2022
"6920","48359",1,2022
"6921","48411",1,2022
"6922","48433",1,2022
"6923","48445",5,2022
"6924","48047",0,2022
"6925","48125",0,2022
"6926","48127",0,2022
"6927","48191",0,2022
"6928","48001",57,2023
"6929","48003",17,2023
"6930","48005",82,2023
"6931","48007",42,2023
"6932","48009",26,2023
"6933","48013",85,2023
"6934","48019",474,2023
"6935","48021",335,2023
"6936","48023",3,2023
"6937","48025",35,2023
"6938","48027",1018,2023
"6939","48031",217,2023
"6940","48035",35,2023
"6941","48037",107,2023
"6942","48051",15,2023
"6943","48053",163,2023
"6944","48055",250,2023
"6945","48059",63,2023
"6946","48065",5,2023
"6947","48071",74,2023
"6948","48073",31,2023
"6949","48083",16,2023
"6950","48089",21,2023
"6951","48091",2171,2023
"6952","48093",5,2023
"6953","48097",54,2023
"6954","48099",285,2023
"6955","48117",47,2023
"6956","48123",26,2023
"6957","48129",18,2023
"6958","48133",23,2023
"6959","48135",262,2023
"6960","48137",45,2023
"6961","48143",56,2023
"6962","48145",8,2023
"6963","48147",39,2023
"6964","48149",98,2023
"6965","48165",9,2023
"6966","48167",1427,2023
"6967","48183",61,2023
"6968","48189",24,2023
"6969","48197",0,2023
"6970","48199",63,2023
"6971","48203",207,2023
"6972","48213",98,2023
"6973","48217",54,2023
"6974","48223",92,2023
"6975","48229",364,2023
"6976","48231",274,2023
"6977","48233",7,2023
"6978","48235",67,2023
"6979","48237",28,2023
"6980","48239",12,2023
"6981","48241",4,2023
"6982","48245",371,2023
"6983","48251",750,2023
"6984","48253",31,2023
"6985","48255",1,2023
"6986","48257",921,2023
"6987","48263",15,2023
"6988","48265",61,2023
"6989","48267",3,2023
"6990","48273",32,2023
"6991","48277",58,2023
"6992","48279",5,2023
"6993","48281",103,2023
"6994","48287",46,2023
"6995","48289",10,2023
"6996","48291",46,2023
"6997","48293",15,2023
"6998","48299",211,2023
"6999","48303",581,2023
"7000","48305",12,2023
"7001","48309",558,2023
"7002","48311",7,2023
"7003","48315",18,2023
"7004","48317",93,2023
"7005","48321",32,2023
"7006","48323",38,2023
"7007","48331",29,2023
"7008","48333",17,2023
"7009","48335",1,2023
"7010","48337",27,2023
"7011","48343",47,2023
"7012","48345",2,2023
"7013","48347",69,2023
"7014","48349",131,2023
"7015","48351",33,2023
"7016","48353",6,2023
"7017","48361",58,2023
"7018","48365",18,2023
"7019","48373",67,2023
"7020","48375",201,2023
"7021","48377",5,2023
"7022","48379",13,2023
"7023","48385",25,2023
"7024","48395",98,2023
"7025","48397",641,2023
"7026","48401",64,2023
"7027","48403",8,2023
"7028","48407",21,2023
"7029","48409",58,2023
"7030","48423",511,2023
"7031","48425",22,2023
"7032","48441",161,2023
"7033","48451",93,2023
"7034","48459",88,2023
"7035","48465",1,2023
"7036","48469",140,2023
"7037","48471",83,2023
"7038","48473",146,2023
"7039","48479",329,2023
"7040","48481",19,2023
"7041","48485",186,2023
"7042","48493",111,2023
"7043","48497",98,2023
"7044","48499",42,2023
"7045","48503",7,2023
"7046","48043",12,2023
"7047","48069",12,2023
"7048","48077",12,2023
"7049","48119",6,2023
"7050","48131",27,2023
"7051","48163",14,2023
"7052","48171",8,2023
"7053","48205",6,2023
"7054","48219",20,2023
"7055","48225",12,2023
"7056","48249",20,2023
"7057","48259",4,2023
"7058","48283",4,2023
"7059","48285",8,2023
"7060","48297",18,2023
"7061","48313",26,2023
"7062","48319",9,2023
"7063","48357",5,2023
"7064","48363",34,2023
"7065","48369",1,2023
"7066","48371",6,2023
"7067","48387",3,2023
"7068","48399",4,2023
"7069","48413",4,2023
"7070","48455",2,2023
"7071","48463",3,2023
"7072","48475",8,2023
"7073","48477",5,2023
"7074","48483",2,2023
"7075","48489",5,2023
"7076","48507",8,2023
"7077","48033",1,2023
"7078","48045",1,2023
"7079","48049",12,2023
"7080","48067",17,2023
"7081","48105",1,2023
"7082","48109",11,2023
"7083","48153",7,2023
"7084","48159",7,2023
"7085","48185",15,2023
"7086","48193",4,2023
"7087","48243",5,2023
"7088","48271",5,2023
"7089","48275",0,2023
"7090","48295",1,2023
"7091","48341",6,2023
"7092","48415",3,2023
"7093","48421",3,2023
"7094","48427",29,2023
"7095","48447",16,2023
"7096","48487",8,2023
"7097","48495",2,2023
"7098","48501",1,2023
"7099","48095",11,2023
"7100","48107",4,2023
"7101","48111",1,2023
"7102","48161",13,2023
"7103","48175",3,2023
"7104","48177",3,2023
"7105","48179",0,2023
"7106","48195",2,2023
"7107","48247",1,2023
"7108","48391",2,2023
"7109","48405",9,2023
"7110","48429",1,2023
"7111","48449",2,2023
"7112","48457",7,2023
"7113","48461",2,2023
"7114","48505",4,2023
"7115","48057",9,2023
"7116","48087",0,2023
"7117","48151",2,2023
"7118","48155",6,2023
"7119","48207",2,2023
"7120","48269",1,2023
"7121","48359",1,2023
"7122","48411",2,2023
"7123","48433",1,2023
"7124","48445",8,2023
"7125","48047",1,2023
"7126","48125",1,2023
"7127","48127",2,2023
"7128","48191",1,2023
"7129","49001",0,2018
"7130","49003",28,2018
"7131","49007",5,2018
"7132","49009",1,2018
"7133","49013",7,2018
"7134","49015",0,2018
"7135","49017",3,2018
"7136","49019",9,2018
"7137","49023",2,2018
"7138","49025",3,2018
"7139","49027",4,2018
"7140","49029",15,2018
"7141","49031",1,2018
"7142","49033",1,2018
"7143","49039",11,2018
"7144","49041",3,2018
"7145","49045",49,2018
"7146","49047",3,2018
"7147","49055",2,2018
"7148","49057",225,2018
"7149","49001",1,2019
"7150","49003",38,2019
"7151","49007",4,2019
"7152","49009",1,2019
"7153","49013",6,2019
"7154","49015",1,2019
"7155","49017",4,2019
"7156","49019",12,2019
"7157","49023",4,2019
"7158","49025",1,2019
"7159","49027",2,2019
"7160","49029",25,2019
"7161","49031",1,2019
"7162","49033",1,2019
"7163","49039",13,2019
"7164","49041",4,2019
"7165","49045",71,2019
"7166","49047",7,2019
"7167","49055",2,2019
"7168","49057",343,2019
"7169","49001",2,2020
"7170","49003",58,2020
"7171","49007",6,2020
"7172","49009",0,2020
"7173","49013",9,2020
"7174","49015",0,2020
"7175","49017",6,2020
"7176","49019",13,2020
"7177","49023",5,2020
"7178","49025",8,2020
"7179","49027",5,2020
"7180","49029",36,2020
"7181","49031",1,2020
"7182","49033",3,2020
"7183","49039",24,2020
"7184","49041",9,2020
"7185","49045",95,2020
"7186","49047",12,2020
"7187","49055",2,2020
"7188","49057",482,2020
